Site,DC,Pod,normal,zone
MCD_02437,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_02466,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_02514,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_02526,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_02560,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_02563,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_02582,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_02605,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_02612,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_02617,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_02646,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_02657,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_02666,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_02699,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_02788,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_02808,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_02852,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_02942,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_02999,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_03027,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_03063,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_03085,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_03128,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_03153,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_03240,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_03263,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_03289,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_03308,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_03314,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_03362,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_00276,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_00295,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_00306,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_00312,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_00319,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_00346,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_00373,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_00381,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_00557,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_00882,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_00894,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_00911,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01174,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01503,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01552,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01572,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01601,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01603,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01611,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01629,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01630,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01632,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01679,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01712,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01741,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01841,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01852,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01882,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_01886,DAL,10,True,(GMT-05:00) Eastern Time (US & Canada)
MCD_00671,SNA,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_02506,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_04188,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_04415,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_04526,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_04528,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_04532,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_04587,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_04707,SNA,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_04791,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_04806,SNA,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_05026,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_05136,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_05153,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_05391,SNA,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_05420,SNA,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_05567,SNA,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_05697,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_05702,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_06795,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_06818,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_06842,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_07052,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_07101,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_07181,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_07428,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_07494,SNA,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_07512,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_07535,SNA,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_07563,SNA,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_07639,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_07667,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_07788,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_07854,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_08042,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_10164,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_10192,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_10262,SNA,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_10268,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_10642,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_10892,SNA,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_11068,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_11286,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_12244,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_12260,SNA,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_12488,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_13010,DAL,10,True,(GMT-06:00) Central Time (US & Canada)
MCD_05862,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_05979,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_05997,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_05998,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_06010,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_06011,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_06047,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_06048,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_06084,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_06139,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_06315,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_06343,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_06396,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_06435,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_06441,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_06444,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_06454,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_06524,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_06616,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_06770,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_06805,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_06855,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_07070,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_07164,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_07165,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_07235,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_07462,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_07490,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_07507,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_07604,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_07736,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_07805,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_08067,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
MCD_08208,SNA,10,True,(GMT-07:00) Mountain Time (US & Canada)
